cycle,112,29,182,199,193,85,10,54,115,35,12,92,13,126,174,2,44,3,113,14,23,25,6,134,165,173,45,65,48,122,178,64,9,57,78,71,128,176,131,53,137,163,111,123,109,141,41,130,140,5,159,100,11,187,24,89,66,8,172,175,28,133,94,42,169,82,184,106,108,143,180,166,146,79,1,119,192,149,160,188,147,36,171,179,62,0,27,157,98,118,20,158,156,142,77,30,154,17,59,181,114,127,139,191,93,151,21,55,16,152,91,99,120,197,74,190,161,144,196,87,90,84,18,97,101,125,164,135,61,81,68,129,56,19,86,70,60,34,40,138
2001-02-02,8135.83,8145.66,8136.48,8130.62,8159.74,8141.78,8138.66,8136.94,8143.75,8143.59,8131.74,8146.0,8139.93,8132.81,8137.26,8142.51,8153.18,8135.29,8137.19,8139.11,8144.84,8129.91,8153.77,8146.58,8147.15,8143.03,8143.35,8136.19,8128.85,8130.76,8148.37,8139.04,8140.33,8143.27,8143.82,8123.35,8148.0,8144.84,8136.8,8147.85,8137.55,8146.1,8135.55,8145.0,8137.62,8127.36,8140.4,8123.71,8145.54,8118.39,8139.59,8146.93,8130.51,8137.39,8129.44,8139.31,8145.15,8151.86,8123.73,8118.9,8138.18,8146.78,8155.47,8140.65,8148.18,8136.49,8136.24,8142.19,8155.36,8135.88,8144.53,8143.69,8154.59,8137.02,8144.03,8148.81,8145.9,8147.04,8149.57,8132.0,8139.73,8128.4,8144.63,8142.91,8139.11,8132.94,8144.52,8139.92,8139.52,8149.1,8129.7,8147.25,8149.18,8145.71,8140.9,8141.29,8148.66,8143.85,8132.58,8147.38,8141.05,8143.27,8139.21,8126.12,8129.38,8138.66,8125.96,8139.92,8150.09,8131.2,8150.58,8141.5,8134.96,8138.65,8121.5,8147.71,8135.36,8131.64,8140.71,8148.08,8133.22,8134.73,8130.1,8151.65,8138.05,8133.07,8138.3,8143.88,8133.82,8145.62,8135.58,8140.93,8132.43,8136.64,8140.96,8129.32,8142.76,8142.86,8155.51,8145.05
2001-02-03,8133.92,8148.91,8141.19,8118.96,8156.49,8143.21,8145.28,8129.57,8140.99,8140.78,8132.14,8149.89,8136.02,8137.19,8139.01,8141.43,8147.43,8135.39,8135.78,8139.72,8140.61,8134.42,8151.98,8146.18,8145.69,8149.16,8137.32,8135.69,8127.32,8132.42,8152.53,8142.36,8145.95,8146.07,8139.82,8128.28,8142.17,8150.13,8138.17,8153.56,8138.31,8145.3,8140.57,8143.95,8133.26,8121.59,8140.77,8119.64,8142.97,8120.01,8136.18,8148.82,8130.19,8141.58,8132.85,8146.55,8148.19,8149.09,8132.16,8120.87,8146.08,8145.12,8160.11,8134.4,8143.86,8134.59,8145.79,8140.28,8156.74,8139.85,8140.19,8139.88,8157.59,8137.56,8140.21,8145.9,8145.16,8149.42,8141.19,8132.85,8137.68,8124.42,8139.46,8144.51,8140.86,8128.32,8145.17,8138.46,8134.36,8147.31,8131.32,8150.29,8142.93,8142.89,8146.23,8137.96,8148.83,8144.66,8138.42,8150.33,8138.0,8140.69,8140.4,8126.56,8135.55,8140.94,8127.9,8142.12,8150.59,8134.5,8152.26,8142.66,8143.47,8146.06,8121.94,8146.46,8137.62,8138.54,8141.65,8147.92,8131.17,8123.89,8124.35,8145.23,8142.78,8136.97,8138.1,8143.42,8136.77,8146.75,8140.52,8145.13,8135.69,8143.61,8139.59,8133.09,8139.62,8139.75,8149.65,8139.14
2001-02-04,8128.87,8142.44,8139.9,8122.09,8152.83,8143.69,8145.89,8136.54,8146.12,8140.88,8135.67,8143.35,8138.45,8134.08,8132.38,8143.47,8154.57,8139.28,8134.07,8147.86,8145.95,8126.86,8147.45,8142.78,8145.9,8150.68,8142.95,8140.56,8129.22,8130.53,8148.18,8144.61,8138.83,8144.12,8138.01,8125.21,8144.33,8140.39,8132.19,8147.86,8144.11,8150.31,8137.85,8146.58,8132.94,8126.31,8141.76,8125.81,8146.12,8119.94,8133.94,8146.55,8124.06,8141.5,8133.57,8133.57,8149.51,8152.8,8130.99,8120.85,8139.29,8148.0,8154.57,8134.15,8143.55,8144.58,8140.32,8144.78,8153.01,8134.55,8146.13,8134.68,8159.03,8139.57,8134.78,8141.44,8143.3,8151.42,8139.33,8132.57,8134.72,8126.67,8139.85,8148.97,8137.26,8134.07,8147.36,8140.73,8135.08,8143.89,8129.79,8152.15,8140.75,8145.42,8136.86,8136.79,8146.79,8144.13,8138.68,8150.42,8139.83,8141.44,8141.91,8128.5,8136.7,8138.68,8124.81,8139.44,8156.83,8132.88,8147.12,8142.78,8140.3,8147.49,8122.97,8148.46,8140.25,8131.81,8142.4,8150.26,8135.05,8128.6,8134.21,8146.64,8137.41,8138.15,8136.39,8139.84,8135.27,8143.86,8133.31,8141.6,8132.28,8141.68,8141.47,8134.15,8146.46,8138.91,8147.5,8142.16
2001-02-05,8134.59,8144.84,8135.58,8131.07,8155.5,8140.83,8144.14,8133.25,8145.89,8140.79,8140.86,8140.57,8140.55,8133.5,8133.41,8141.34,8148.39,8130.59,8140.41,8134.87,8141.79,8133.82,8155.39,8140.69,8144.75,8149.91,8134.18,8135.0,8127.79,8130.15,8146.2,8144.75,8143.37,8145.65,8137.36,8127.49,8148.63,8141.62,8138.56,8151.7,8144.76,8151.57,8137.55,8149.89,8134.66,8131.31,8140.97,8122.99,8148.54,8125.42,8134.01,8151.44,8129.9,8145.6,8132.18,8136.7,8149.81,8153.67,8130.14,8119.14,8139.27,8143.34,8153.86,8139.17,8146.32,8137.21,8139.1,8144.68,8153.82,8137.74,8141.13,8137.26,8159.81,8129.83,8142.54,8144.77,8147.29,8149.27,8142.85,8131.33,8141.73,8127.52,8141.98,8144.07,8141.96,8132.39,8146.71,8142.54,8141.48,8148.22,8131.85,8154.53,8145.19,8142.44,8143.55,8137.47,8152.74,8142.78,8135.81,8143.29,8132.75,8147.27,8139.68,8123.56,8135.61,8139.05,8128.6,8138.46,8154.53,8125.68,8147.43,8144.65,8143.96,8143.33,8125.39,8145.48,8135.47,8132.09,8144.41,8151.02,8129.25,8127.92,8127.39,8144.79,8138.2,8139.0,8143.03,8143.74,8137.08,8152.82,8138.2,8141.57,8126.27,8135.35,8139.85,8132.98,8144.95,8143.6,8151.19,8140.26
2001-02-06,8141.1,8144.12,8143.43,8124.71,8154.19,8138.4,8145.25,8133.86,8146.99,8139.26,8134.21,8141.95,8147.05,8132.25,8143.72,8136.63,8153.12,8134.65,8133.74,8143.13,8148.24,8130.44,8147.06,8145.23,8143.0,8146.44,8142.07,8140.41,8129.8,8134.52,8147.94,8137.38,8138.19,8146.07,8141.51,8126.21,8147.18,8145.42,8134.61,8153.8,8139.46,8151.51,8133.24,8150.39,8136.38,8129.06,8137.61,8125.21,8147.26,8121.92,8135.87,8154.81,8127.5,8141.39,8131.53,8137.21,8146.63,8151.19,8138.51,8118.58,8140.91,8141.1,8151.77,8136.25,8144.18,8141.94,8146.11,8142.98,8154.95,8140.94,8143.06,8141.19,8158.55,8134.98,8138.6,8147.71,8143.33,8144.23,8143.68,8134.91,8134.48,8124.61,8143.33,8145.55,8145.87,8129.13,8147.24,8137.06,8137.2,8149.81,8125.56,8146.94,8144.47,8141.34,8141.06,8139.48,8145.89,8147.88,8134.16,8147.99,8136.93,8143.47,8143.42,8121.69,8129.45,8143.29,8123.94,8137.29,8155.61,8130.76,8150.34,8140.46,8142.04,8148.01,8118.79,8147.17,8132.03,8131.35,8138.46,8146.93,8132.36,8132.23,8126.74,8153.01,8135.78,8136.36,8132.61,8142.5,8133.35,8155.41,8138.4,8139.45,8133.1,8138.37,8143.14,8130.4,8142.36,8135.08,8152.88,8139.0
2001-02-07,8138.38,8142.83,8138.76,8131.68,8155.48,8142.11,8143.55,8133.92,8149.52,8142.52,8137.55,8146.1,8142.15,8134.99,8136.5,8137.58,8151.94,8137.62,8137.29,8142.01,8145.21,8129.97,8151.84,8137.7,8148.64,8150.19,8138.41,8139.1,8119.21,8130.32,8147.2,8146.58,8141.82,8148.71,8144.29,8123.44,8140.42,8149.58,8137.58,8152.29,8145.3,8144.84,8134.6,8143.37,8139.73,8130.98,8144.6,8123.31,8145.3,8122.76,8138.07,8151.5,8120.26,8142.04,8131.23,8138.4,8142.75,8152.76,8133.49,8119.24,8137.88,8145.36,8156.32,8136.05,8139.23,8139.99,8144.82,8145.58,8151.57,8138.84,8139.71,8136.93,8154.92,8140.91,8134.48,8145.93,8144.73,8152.27,8141.77,8132.27,8141.52,8124.65,8145.01,8142.6,8141.0,8130.36,8144.77,8144.6,8143.08,8150.21,8123.62,8144.56,8143.55,8143.75,8144.8,8140.98,8146.59,8143.6,8139.86,8146.22,8136.46,8145.3,8134.94,8128.49,8133.34,8143.59,8128.19,8146.47,8149.91,8132.69,8147.19,8144.34,8140.46,8143.93,8126.22,8147.7,8136.53,8134.31,8140.6,8149.33,8133.86,8133.49,8126.12,8144.88,8142.43,8139.28,8141.08,8140.79,8138.87,8147.74,8140.53,8144.27,8125.23,8140.16,8140.26,8125.53,8142.41,8136.3,8150.75,8139.83
2001-02-08,8134.12,8142.62,8140.93,8129.88,8154.81,8146.82,8140.54,8132.35,8149.48,8135.5,8135.86,8145.14,8141.52,8133.75,8133.49,8130.67,8155.47,8131.88,8134.95,8144.94,8149.87,8133.06,8150.35,8138.25,8144.25,8148.53,8146.17,8138.44,8126.16,8138.34,8150.68,8147.22,8137.64,8142.77,8142.04,8125.79,8147.84,8147.08,8141.79,8148.82,8141.23,8145.01,8136.44,8143.6,8134.91,8132.49,8139.92,8120.8,8145.94,8119.46,8135.87,8148.54,8125.06,8144.74,8135.43,8136.01,8143.45,8156.11,8130.83,8123.21,8135.83,8144.14,8156.3,8140.15,8136.21,8134.86,8146.81,8144.79,8152.75,8131.19,8145.5,8138.76,8159.71,8138.48,8142.11,8146.88,8139.73,8144.07,8143.77,8134.75,8138.49,8127.76,8146.62,8144.31,8138.37,8134.28,8147.8,8141.35,8140.57,8150.29,8130.81,8150.54,8142.98,8148.25,8143.21,8131.73,8147.26,8147.08,8136.9,8147.44,8138.2,8141.68,8141.35,8125.17,8131.56,8142.67,8126.35,8146.95,8151.57,8134.26,8147.19,8140.46,8142.1,8149.24,8118.7,8151.9,8136.9,8126.33,8148.28,8150.52,8137.89,8132.37,8123.86,8150.64,8138.04,8137.06,8137.42,8141.48,8131.14,8152.3,8136.94,8134.19,8128.44,8134.47,8142.43,8131.9,8147.43,8139.74,8147.55,8141.31
2001-02-09,8136.57,8146.71,8133.76,8120.72,8154.58,8142.03,8138.85,8145.11,8146.1,8136.93,8137.72,8139.05,8141.94,8137.28,8131.41,8142.01,8152.47,8137.23,8144.72,8138.95,8146.69,8130.0,8149.37,8140.34,8142.78,8147.75,8138.26,8140.26,8126.73,8131.62,8154.42,8140.61,8136.78,8140.97,8142.2,8127.51,8142.9,8147.28,8137.42,8160.6,8143.57,8150.62,8140.14,8142.16,8140.64,8126.17,8141.26,8121.41,8143.25,8123.1,8129.67,8149.02,8121.78,8145.63,8131.92,8138.02,8150.62,8145.57,8133.28,8116.85,8138.63,8145.7,8156.02,8138.84,8142.76,8145.38,8147.12,8141.82,8150.03,8140.95,8137.89,8142.88,8154.8,8136.31,8148.57,8151.49,8138.38,8148.91,8140.17,8130.15,8137.66,8124.68,8140.94,8142.71,8139.65,8133.95,8149.25,8142.65,8134.78,8146.6,8131.38,8147.65,8141.22,8143.72,8145.83,8141.55,8148.75,8145.77,8138.06,8147.45,8136.15,8147.41,8139.22,8126.03,8139.13,8148.51,8116.1,8142.2,8148.93,8130.07,8146.18,8146.79,8145.33,8139.73,8123.76,8148.52,8136.46,8132.49,8147.1,8149.16,8126.08,8127.72,8125.61,8153.89,8139.9,8136.95,8137.19,8139.87,8136.98,8152.28,8138.45,8142.26,8128.86,8136.78,8142.63,8130.69,8146.9,8137.39,8152.2,8137.88
2001-02-10,8137.25,8147.49,8137.43,8132.85,8154.6,8143.45,8144.46,8126.33,8141.9,8135.54,8136.66,8142.32,8141.19,8136.24,8139.02,8136.68,8152.8,8136.58,8133.94,8139.31,8145.09,8128.34,8152.41,8140.74,8141.84,8143.32,8136.68,8139.6,8127.92,8131.71,8143.01,8141.83,8143.06,8147.84,8142.53,8128.73,8147.42,8142.65,8129.97,8152.74,8145.21,8152.92,8145.91,8149.77,8137.89,8134.17,8142.19,8122.81,8139.82,8125.43,8134.39,8150.7,8121.37,8146.44,8133.85,8137.2,8144.29,8155.38,8130.41,8118.75,8138.48,8143.32,8161.02,8134.96,8144.3,8141.02,8141.95,8148.24,8159.12,8139.89,8141.51,8142.61,8159.11,8139.13,8135.51,8148.3,8147.18,8147.27,8143.32,8135.16,8142.02,8124.96,8144.29,8141.97,8140.41,8129.85,8143.31,8141.86,8145.15,8149.35,8128.35,8146.79,8139.52,8141.26,8142.61,8137.88,8149.16,8150.18,8132.83,8147.4,8139.54,8140.87,8136.3,8124.82,8130.34,8143.27,8127.01,8148.94,8152.76,8131.28,8145.36,8143.15,8143.26,8142.55,8115.31,8154.26,8136.45,8141.25,8141.34,8149.44,8140.18,8132.49,8125.02,8148.05,8138.89,8135.8,8140.05,8146.19,8134.48,8150.0,8139.52,8141.56,8129.3,8140.81,8142.46,8126.65,8138.87,8140.97,8154.44,8140.19
